Attrition,Business Travel,CF_age band,CF_attrition label,Department,Education Field,Employee Number,Gender,Job Role,Marital Status,Over Time,Training Times Last Year,Age,CF_current Employee,Daily Rate,Distance From Home,Education,Environment Satisfaction,Hourly Rate,Job Involvement,Job Level,Job Satisfaction,Monthly Income,Monthly Rate,Num Companies Worked,Percent Salary Hike,Performance Rating,Relationship Satisfaction,Standard Hours,Stock Option Level,Total Working Years,Work Life Balance,Years At Company,Years In Current Role,Years Since Last Promotion,Years With Curr Manager
No,Non-Travel,50+,Current Employees,Research & Development,Marketing,75451,Female,Sales Executive,Divorced,Yes,4,35,Yes,246,16,Associates Degree,3,37,4,1,5,16127,18924,8,30,5,3,80,2,16,3,16,0,1,13
No,Non-Travel,<20,Current Employees,Human Resources,Medical,55198,Female,Sales Representative,Single,Yes,5,47,No,424,20,Bachelor's Degree,5,44,3,2,3,10662,22350,3,24,2,4,80,0,39,2,8,10,9,19
No,Travel_Frequently,30-40,Ex-Employees,Research & Development,Other,33674,Female,Manager,Married,Yes,1,58,No,1025,18,Associates Degree,1,41,5,4,1,15691,10358,9,35,3,1,80,0,34,2,22,18,8,18
No,Travel_Rarely,<20,Ex-Employees,Human Resources,Other,55365,Female,Research Scientist,Divorced,No,6,25,No,874,19,Master's Degree,2,49,1,3,3,19699,17551,10,22,5,5,80,3,23,5,26,7,6,8
No,Travel_Rarely,<20,Ex-Employees,Human Resources,Life Sciences,33878,Female,Sales Executive,Single,Yes,1,42,No,1462,15,Doctoral Degree,3,88,4,3,5,8690,21303,7,23,1,1,80,1,0,4,18,17,5,6
No,Travel_Frequently,40-50,Current Employees,Research & Development,Other,15531,Male,Human Resources,Divorced,Yes,5,47,No,1316,15,Bachelor's Degree,5,114,3,3,5,3601,18415,1,24,2,4,80,0,10,5,1,17,1,0
No,Travel_Frequently,40-50,Current Employees,Human Resources,Medical,88944,Female,Sales Representative,Married,Yes,0,36,Yes,1164,22,Doctoral Degree,4,105,2,4,3,2148,18816,10,10,5,1,80,2,40,4,30,15,8,5
No,Travel_Rarely,<20,Ex-Employees,Sales,Marketing,90517,Female,Manager,Divorced,No,0,57,No,1436,36,Associates Degree,5,58,1,4,2,12443,16564,5,40,3,1,80,1,14,4,16,16,14,7
No,Travel_Frequently,40-50,Current Employees,Human Resources,Technical Degree,70440,Male,Human Resources,Divorced,Yes,4,29,No,732,31,Associates Degree,4,37,2,4,4,2403,11926,0,18,2,2,80,1,4,4,28,18,3,8
No,Non-Travel,<20,Current Employees,Human Resources,Life Sciences,502,Female,Manager,Married,No,3,25,No,1348,31,Doctoral Degree,1,44,2,1,4,11946,12869,0,18,5,3,80,2,6,5,36,12,5,13
No,Travel_Frequently,30-40,Current Employees,Sales,Technical Degree,48155,Male,Research Scientist,Divorced,Yes,0,46,No,320,40,Doctoral Degree,4,91,1,2,5,4834,28850,10,40,5,5,80,2,7,2,17,18,12,12
No,Non-Travel,50+,Ex-Employees,Research & Development,Medical,85433,Male,Laboratory Technician,Single,Yes,1,27,Yes,1408,39,Associates Degree,1,84,3,3,3,7582,13430,9,40,3,2,80,3,12,5,6,9,11,13
No,Travel_Rarely,30-40,Ex-Employees,Sales,Medical,35438,Male,Research Scientist,Single,Yes,2,51,Yes,1452,48,Bachelor's Degree,1,101,3,3,1,14820,24927,4,22,3,3,80,0,2,3,37,18,5,20
No,Travel_Frequently,30-40,Ex-Employees,Research & Development,Medical,56222,Female,Human Resources,Married,No,5,49,No,1106,3,Master's Degree,4,111,1,5,4,17509,22729,10,32,4,5,80,0,17,4,22,8,11,18
No,Travel_Frequently,<20,Ex-Employees,Research & Development,Marketing,89170,Male,Manager,Married,Yes,0,26,Yes,1201,5,Master's Degree,3,36,4,4,1,14481,17681,6,35,1,5,80,0,26,4,27,4,13,2
No,Travel_Rarely,20-30,Ex-Employees,Research & Development,Medical,6387,Male,Research Scientist,Single,No,0,38,No,863,21,Associates Degree,3,38,2,1,4,8872,12401,9,31,5,3,80,0,0,3,11,17,12,7
No,Non-Travel,40-50,Current Employees,Human Resources,Technical Degree,2155,Female,Sales Executive,Single,Yes,5,19,No,1080,9,Master's Degree,4,61,4,2,4,11292,20639,0,25,1,1,80,0,35,2,40,2,5,9
No,Non-Travel,<20,Ex-Employees,Sales,Life Sciences,37642,Female,Manager,Single,Yes,3,21,No,1202,14,Associates Degree,2,105,5,5,3,8777,26307,5,14,4,5,80,0,4,3,11,20,3,4
No,Non-Travel,30-40,Current Employees,Sales,Medical,27365,Female,Sales Representative,Divorced,No,5,50,Yes,543,50,Associates Degree,1,81,3,2,2,3122,15271,4,21,4,1,80,0,27,3,35,2,3,12
No,Travel_Frequently,40-50,Current Employees,Sales,Marketing,7316,Female,Sales Executive,Divorced,No,0,23,Yes,951,33,Bachelor's Degree,2,108,1,2,3,15398,15156,7,17,5,5,80,3,40,1,16,19,7,3
No,Travel_Frequently,<20,Current Employees,Sales,Life Sciences,91560,Male,Research Scientist,Married,Yes,6,46,Yes,1077,44,Associates Degree,3,91,2,4,2,6319,27659,6,32,5,5,80,1,29,2,32,8,11,3
No,Non-Travel,30-40,Current Employees,Research & Development,Life Sciences,77149,Male,Laboratory Technician,Married,Yes,3,58,Yes,1033,1,Master's Degree,4,51,3,2,3,3334,18656,6,10,5,3,80,1,4,5,23,14,10,20
No,Non-Travel,<20,Current Employees,Sales,Life Sciences,45210,Male,Sales Executive,Married,No,5,25,Yes,1182,16,Bachelor's Degree,1,116,1,1,2,5937,14989,2,25,4,2,80,0,8,5,35,13,0,11
No,Travel_Frequently,50+,Current Employees,Research & Development,Technical Degree,4720,Male,Research Scientist,Single,Yes,4,39,Yes,1098,20,Associates Degree,5,102,5,2,3,15167,12982,4,29,1,1,80,2,39,3,11,13,10,0
No,Non-Travel,20-30,Ex-Employees,Sales,Medical,3728,Female,Laboratory Technician,Divorced,Yes,3,20,No,1099,26,Bachelor's Degree,4,35,5,3,2,10169,28004,9,19,1,3,80,3,33,4,9,10,1,2
No,Travel_Frequently,30-40,Ex-Employees,Sales,Other,50758,Female,Research Scientist,Married,No,4,30,Yes,1076,20,Associates Degree,4,96,3,5,5,8124,21027,4,32,3,2,80,0,0,4,29,8,12,1
No,Travel_Rarely,50+,Ex-Employees,Sales,Medical,27892,Female,Healthcare Representative,Divorced,No,0,40,Yes,936,16,Bachelor's Degree,2,72,3,1,4,8226,14128,0,32,3,5,80,0,10,1,27,9,9,20
No,Non-Travel,40-50,Current Employees,Sales,Other,38399,Male,Sales Executive,Divorced,Yes,1,54,Yes,1128,20,Bachelor's Degree,3,97,2,3,3,9644,26819,2,26,5,5,80,1,29,4,36,2,12,7
No,Travel_Rarely,30-40,Current Employees,Research & Development,Other,93512,Female,Sales Executive,Married,Yes,5,40,Yes,1157,17,Doctoral Degree,1,56,1,3,3,1328,13958,6,13,1,2,80,1,24,3,33,3,4,2
No,Non-Travel,20-30,Ex-Employees,Sales,Medical,83062,Female,Human Resources,Married,Yes,5,25,Yes,1183,19,Associates Degree,4,98,2,1,1,5338,20206,7,37,1,5,80,3,16,5,11,16,5,19
No,Travel_Frequently,<20,Current Employees,Sales,Other,14801,Female,Sales Executive,Divorced,Yes,5,43,Yes,1020,19,Master's Degree,1,36,3,5,4,9114,19853,5,12,4,1,80,2,3,3,12,0,11,19
No,Non-Travel,20-30,Current Employees,Research & Development,Technical Degree,39872,Female,Sales Representative,Married,No,1,38,No,954,23,Associates Degree,5,117,2,3,5,10639,26658,10,18,2,5,80,3,26,5,9,2,4,20
No,Travel_Rarely,40-50,Current Employees,Research & Development,Other,92183,Male,Sales Executive,Divorced,No,0,50,No,679,19,Bachelor's Degree,3,55,5,2,2,3660,14545,0,29,1,4,80,3,20,3,10,11,2,12
No,Non-Travel,<20,Ex-Employees,Sales,Life Sciences,89431,Female,Research Scientist,Married,Yes,1,19,Yes,976,4,Associates Degree,3,87,1,1,4,10766,22765,1,23,3,1,80,1,16,1,34,2,9,15
No,Travel_Rarely,50+,Ex-Employees,Sales,Life Sciences,93519,Male,Sales Executive,Divorced,Yes,3,60,Yes,730,4,Master's Degree,2,119,3,5,2,3021,10772,9,38,4,1,80,0,8,2,1,7,9,9
No,Travel_Frequently,30-40,Current Employees,Research & Development,Life Sciences,75141,Male,Manager,Married,No,3,52,No,417,26,Associates Degree,3,32,3,3,4,17728,25784,8,13,5,2,80,2,34,1,33,13,7,8
No,Travel_Rarely,<20,Current Employees,Research & Development,Technical Degree,67435,Female,Sales Executive,Single,No,6,34,Yes,599,44,Master's Degree,1,105,4,3,4,5516,13475,4,22,5,3,80,0,28,4,37,15,7,10
No,Travel_Rarely,30-40,Ex-Employees,Human Resources,Technical Degree,58283,Female,Sales Executive,Divorced,No,1,56,Yes,447,4,Bachelor's Degree,1,115,3,1,1,15017,17330,1,28,2,4,80,0,0,3,24,11,10,2
No,Non-Travel,50+,Ex-Employees,Sales,Medical,58020,Male,Human Resources,Married,Yes,6,56,Yes,1118,1,Associates Degree,2,97,3,3,1,6372,17710,1,37,4,2,80,1,10,3,28,16,1,7
No,Non-Travel,<20,Current Employees,Research & Development,Other,87155,Male,Manager,Single,Yes,0,48,Yes,750,26,Associates Degree,1,76,2,1,1,9118,23869,7,22,4,2,80,3,30,3,0,4,9,5
No,Travel_Rarely,<20,Current Employees,Research & Development,Marketing,17812,Female,Sales Representative,Married,No,3,25,Yes,1442,18,Master's Degree,1,118,3,5,3,1364,17370,1,40,1,5,80,3,28,4,0,14,6,4
No,Non-Travel,20-30,Ex-Employees,Sales,Other,74798,Female,Sales Representative,Divorced,Yes,0,38,Yes,1353,36,Master's Degree,4,63,2,2,4,14398,19232,9,33,2,1,80,0,26,4,22,16,5,6
No,Non-Travel,30-40,Current Employees,Human Resources,Marketing,7805,Female,Research Scientist,Divorced,No,2,46,No,1185,21,Associates Degree,3,66,4,1,2,8314,26014,7,24,3,4,80,0,26,5,33,16,12,7
No,Travel_Frequently,20-30,Current Employees,Research & Development,Life Sciences,67725,Female,Sales Representative,Married,Yes,2,56,No,116,26,Doctoral Degree,2,53,2,5,3,9441,10854,10,14,3,4,80,2,3,5,28,14,2,7
No,Travel_Rarely,<20,Current Employees,Sales,Medical,17435,Female,Manager,Divorced,Yes,1,38,Yes,435,20,Associates Degree,2,92,5,1,3,6452,28761,2,20,1,3,80,2,34,2,2,20,10,18
No,Non-Travel,20-30,Current Employees,Sales,Other,58109,Male,Sales Representative,Single,No,6,53,No,1097,19,Doctoral Degree,4,41,1,2,1,15622,22229,2,29,2,5,80,2,22,4,32,0,1,18
No,Travel_Rarely,<20,Ex-Employees,Sales,Medical,37581,Male,Sales Representative,Single,No,1,30,No,176,37,Bachelor's Degree,2,107,4,4,3,11270,19917,0,33,5,2,80,0,15,2,16,20,3,0
No,Travel_Rarely,20-30,Ex-Employees,Research & Development,Medical,90195,Female,Sales Executive,Divorced,Yes,2,45,No,158,9,Doctoral Degree,2,51,3,4,3,17181,21307,1,38,5,1,80,2,20,4,17,10,11,4
No,Non-Travel,20-30,Ex-Employees,Human Resources,Technical Degree,37660,Female,Research Scientist,Married,Yes,1,58,No,763,40,Doctoral Degree,3,32,5,1,1,11861,18344,4,13,5,1,80,2,33,2,37,1,15,4
No,Travel_Frequently,20-30,Current Employees,Research & Development,Other,19968,Female,Sales Executive,Divorced,No,2,48,Yes,1258,37,Doctoral Degree,5,39,5,1,5,15764,23032,8,27,4,1,80,1,36,2,11,12,0,2
No,Travel_Frequently,50+,Ex-Employees,Research & Development,Life Sciences,76439,Female,Healthcare Representative,Single,No,3,56,No,126,2,Associates Degree,2,50,1,3,1,9925,13966,7,32,5,4,80,1,26,3,6,4,3,0
No,Non-Travel,50+,Current Employees,Sales,Medical,49444,Male,Healthcare Representative,Divorced,Yes,3,53,No,1279,30,Associates Degree,2,54,5,4,2,9739,23371,4,38,3,5,80,3,38,2,8,17,11,1
No,Non-Travel,40-50,Current Employees,Sales,Other,96733,Female,Sales Executive,Married,Yes,6,41,No,115,16,Bachelor's Degree,1,45,2,4,2,18083,29832,6,23,4,4,80,3,30,3,22,14,11,12
No,Travel_Rarely,<20,Ex-Employees,Human Resources,Technical Degree,54327,Female,Sales Representative,Single,Yes,2,20,Yes,340,31,Master's Degree,4,99,1,2,4,15160,23225,1,19,4,5,80,2,5,5,37,1,7,1
No,Travel_Rarely,<20,Ex-Employees,Research & Development,Other,28894,Female,Sales Executive,Single,Yes,5,27,Yes,1214,15,Bachelor's Degree,5,39,1,4,2,10573,14632,10,22,3,1,80,2,27,5,28,14,3,19
No,Non-Travel,50+,Current Employees,Sales,Other,48348,Female,Sales Executive,Single,No,4,43,Yes,1379,2,Master's Degree,5,81,3,2,5,10642,12852,7,27,2,3,80,1,3,3,14,7,9,17
No,Travel_Rarely,30-40,Current Employees,Human Resources,Technical Degree,40477,Male,Healthcare Representative,Divorced,No,2,50,No,390,19,Associates Degree,4,91,5,2,2,17405,15134,2,16,4,4,80,3,37,1,12,6,0,5
No,Travel_Rarely,40-50,Ex-Employees,Sales,Medical,48468,Female,Healthcare Representative,Single,No,2,21,No,884,29,Master's Degree,2,59,1,4,4,13888,10993,1,33,4,2,80,0,8,3,2,20,14,2
No,Non-Travel,<20,Ex-Employees,Sales,Medical,20377,Male,Manager,Divorced,No,0,39,No,397,13,Doctoral Degree,3,49,4,2,2,19565,24828,3,35,2,5,80,1,35,4,40,9,6,6
No,Non-Travel,30-40,Ex-Employees,Sales,Technical Degree,1975,Female,Sales Executive,Single,No,6,37,No,737,2,Associates Degree,3,73,2,2,2,6646,17260,3,34,3,3,80,3,0,5,27,9,9,9
No,Travel_Frequently,50+,Ex-Employees,Research & Development,Other,48139,Male,Manager,Divorced,Yes,4,26,Yes,305,44,Master's Degree,2,69,5,5,3,10445,13041,6,35,5,3,80,3,1,2,7,0,4,15
No,Non-Travel,20-30,Current Employees,Sales,Technical Degree,77607,Male,Laboratory Technician,Married,No,3,20,Yes,1105,9,Doctoral Degree,1,99,4,4,5,10525,16562,6,27,5,3,80,1,0,5,20,12,12,17
No,Travel_Rarely,20-30,Ex-Employees,Sales,Life Sciences,21877,Male,Manager,Divorced,No,4,59,Yes,1273,42,Bachelor's Degree,1,97,2,4,4,10421,24493,8,40,3,1,80,2,16,4,16,17,7,0
No,Non-Travel,30-40,Current Employees,Human Resources,Other,30753,Female,Laboratory Technician,Married,Yes,4,21,Yes,110,16,Master's Degree,4,103,1,2,4,9763,11531,9,25,1,5,80,0,13,2,23,2,0,2
No,Travel_Rarely,<20,Current Employees,Research & Development,Marketing,4943,Female,Research Scientist,Married,No,4,31,No,310,39,Doctoral Degree,1,64,1,4,2,2848,14161,6,39,3,1,80,2,4,1,30,17,9,15
No,Travel_Frequently,30-40,Current Employees,Sales,Life Sciences,80983,Female,Laboratory Technician,Divorced,Yes,3,32,No,1206,40,Associates Degree,1,95,5,3,4,9244,29930,5,37,2,5,80,2,24,5,37,11,5,4
No,Travel_Frequently,20-30,Ex-Employees,Human Resources,Medical,99447,Female,Sales Representative,Married,No,1,57,Yes,1418,31,Associates Degree,1,49,2,5,3,1971,25211,6,28,1,4,80,2,2,2,25,2,5,0
No,Travel_Rarely,50+,Current Employees,Sales,Life Sciences,55381,Male,Sales Executive,Single,No,2,41,No,109,49,Doctoral Degree,5,43,5,4,5,1953,19244,1,11,4,1,80,0,18,5,29,8,12,15
No,Non-Travel,<20,Ex-Employees,Sales,Marketing,64623,Female,Manager,Divorced,No,5,27,No,521,36,Doctoral Degree,2,91,4,3,3,19663,27127,5,13,1,4,80,3,17,4,1,8,11,13
No,Non-Travel,40-50,Ex-Employees,Research & Development,Medical,44510,Female,Human Resources,Married,No,6,22,Yes,935,31,Doctoral Degree,5,53,2,3,4,17521,13462,3,28,4,3,80,1,28,2,9,1,2,7
No,Travel_Frequently,30-40,Current Employees,Research & Development,Medical,74133,Male,Research Scientist,Married,Yes,2,55,No,1354,12,Master's Degree,5,102,5,1,4,18891,14867,7,29,5,5,80,1,34,4,34,10,15,14
No,Travel_Frequently,40-50,Current Employees,Sales,Technical Degree,85894,Male,Laboratory Technician,Divorced,Yes,2,25,No,301,17,Associates Degree,1,100,3,4,1,5052,18182,1,28,5,1,80,0,12,4,31,13,13,1
No,Non-Travel,30-40,Ex-Employees,Human Resources,Other,49853,Male,Sales Executive,Single,Yes,2,45,No,514,36,Associates Degree,4,102,3,4,3,19143,26456,9,36,1,3,80,3,21,1,38,7,15,19
No,Travel_Frequently,30-40,Ex-Employees,Human Resources,Technical Degree,48524,Female,Human Resources,Married,Yes,4,54,No,1242,35,Doctoral Degree,5,116,2,5,2,6727,23717,0,23,2,2,80,3,31,3,7,14,9,7
No,Travel_Frequently,50+,Ex-Employees,Research & Development,Other,40757,Female,Research Scientist,Single,Yes,6,41,Yes,1381,43,Associates Degree,3,55,2,3,4,6898,26175,9,18,1,5,80,3,17,5,38,16,1,14
No,Non-Travel,20-30,Current Employees,Human Resources,Medical,37006,Female,Sales Executive,Divorced,Yes,3,32,Yes,226,14,Master's Degree,2,35,5,1,4,19625,21389,5,28,1,4,80,2,27,4,27,13,9,15
No,Non-Travel,20-30,Current Employees,Research & Development,Technical Degree,73886,Male,Healthcare Representative,Single,Yes,4,40,Yes,330,49,Associates Degree,3,119,2,2,3,7357,28857,2,31,1,2,80,3,14,4,5,9,1,16
No,Non-Travel,20-30,Ex-Employees,Research & Development,Marketing,39221,Male,Laboratory Technician,Married,No,3,37,No,1012,31,Doctoral Degree,5,110,4,5,5,13935,28216,0,37,2,1,80,2,15,4,4,3,6,20
No,Non-Travel,<20,Ex-Employees,Human Resources,Life Sciences,17344,Male,Human Resources,Married,Yes,2,18,No,1079,36,Doctoral Degree,2,113,5,5,4,1139,23617,8,34,4,4,80,1,1,4,32,12,2,15
No,Travel_Rarely,30-40,Current Employees,Research & Development,Life Sciences,85845,Male,Human Resources,Single,No,4,60,Yes,363,47,Bachelor's Degree,2,81,2,4,2,19052,29729,6,14,4,2,80,1,34,2,4,9,5,7
No,Travel_Rarely,40-50,Ex-Employees,Sales,Marketing,71732,Male,Laboratory Technician,Married,No,1,52,Yes,422,44,Master's Degree,2,92,2,5,3,17745,19262,3,30,2,2,80,1,23,1,6,9,1,0
No,Travel_Rarely,50+,Current Employees,Human Resources,Other,97410,Female,Laboratory Technician,Single,Yes,0,43,No,450,45,Bachelor's Degree,3,109,5,1,3,3137,20261,4,25,3,4,80,0,9,3,18,14,7,5
No,Non-Travel,40-50,Current Employees,Sales,Life Sciences,64996,Female,Manager,Divorced,Yes,2,36,No,166,44,Doctoral Degree,1,117,2,2,5,15820,23726,8,18,5,2,80,2,28,5,18,0,11,14
No,Travel_Rarely,20-30,Ex-Employees,Sales,Life Sciences,3191,Male,Sales Executive,Divorced,No,0,59,Yes,660,39,Doctoral Degree,5,72,1,5,1,11834,20505,1,24,1,3,80,1,13,5,28,11,14,9
No,Non-Travel,<20,Ex-Employees,Research & Development,Life Sciences,15687,Male,Research Scientist,Single,No,6,45,Yes,751,13,Bachelor's Degree,2,36,4,4,4,16713,11920,0,31,4,3,80,3,23,2,40,8,15,3
No,Non-Travel,<20,Current Employees,Human Resources,Other,16824,Female,Healthcare Representative,Married,Yes,2,40,Yes,689,16,Master's Degree,3,106,5,4,3,4306,27945,2,16,3,5,80,0,35,3,28,2,10,3
No,Travel_Frequently,<20,Ex-Employees,Human Resources,Life Sciences,36294,Female,Human Resources,Married,No,2,59,No,1053,17,Doctoral Degree,5,72,2,5,2,7370,18225,9,24,4,3,80,3,14,1,17,10,12,13
No,Non-Travel,50+,Ex-Employees,Human Resources,Marketing,45145,Male,Human Resources,Single,No,3,42,Yes,500,37,Master's Degree,1,62,1,5,4,2277,13489,5,15,4,3,80,2,16,2,29,20,4,10
No,Travel_Frequently,40-50,Current Employees,Human Resources,Marketing,92309,Male,Sales Executive,Single,Yes,5,51,No,309,14,Bachelor's Degree,4,55,1,1,2,15751,19515,8,21,2,2,80,1,39,4,29,8,5,10
No,Non-Travel,30-40,Current Employees,Sales,Life Sciences,85187,Male,Sales Representative,Divorced,Yes,4,49,Yes,1449,8,Doctoral Degree,3,85,5,4,4,18844,20390,5,34,2,3,80,0,30,4,30,14,3,16
No,Travel_Rarely,40-50,Current Employees,Research & Development,Life Sciences,23230,Female,Human Resources,Married,No,3,25,No,369,26,Associates Degree,3,120,4,1,5,12931,29454,9,18,5,1,80,3,6,1,1,14,5,2
No,Travel_Frequently,30-40,Ex-Employees,Sales,Other,36509,Male,Sales Representative,Married,Yes,4,35,No,1334,4,Master's Degree,5,98,2,3,1,10547,23810,3,11,2,2,80,2,19,5,1,2,11,0
No,Non-Travel,30-40,Current Employees,Sales,Technical Degree,93901,Male,Human Resources,Divorced,No,5,27,Yes,1286,2,Associates Degree,4,57,3,5,1,2677,11442,1,16,2,3,80,0,2,4,31,1,12,19
No,Travel_Frequently,40-50,Ex-Employees,Research & Development,Technical Degree,56972,Female,Research Scientist,Single,No,3,27,Yes,167,44,Master's Degree,3,46,3,4,3,3675,17074,1,23,3,3,80,1,14,4,24,4,4,17
No,Travel_Frequently,40-50,Ex-Employees,Sales,Marketing,53792,Female,Human Resources,Married,No,2,23,Yes,540,35,Master's Degree,2,73,4,5,2,18500,17388,0,33,3,1,80,0,11,4,21,2,8,3
No,Travel_Rarely,30-40,Current Employees,Research & Development,Life Sciences,14243,Male,Research Scientist,Married,No,1,47,Yes,1267,24,Associates Degree,4,46,4,1,2,5764,15322,1,12,3,1,80,2,10,5,22,11,13,9
No,Travel_Rarely,20-30,Current Employees,Research & Development,Medical,61807,Male,Manager,Divorced,Yes,6,51,No,1397,31,Master's Degree,5,36,2,2,4,14568,13794,8,15,1,5,80,0,16,3,18,11,5,19
No,Non-Travel,40-50,Ex-Employees,Sales,Life Sciences,65254,Male,Laboratory Technician,Single,Yes,1,34,Yes,1494,47,Bachelor's Degree,2,33,5,2,5,8910,19925,9,17,5,2,80,1,40,4,20,16,12,16
No,Travel_Rarely,30-40,Current Employees,Human Resources,Other,59034,Male,Human Resources,Single,No,3,31,No,485,31,Doctoral Degree,2,74,2,1,5,18324,18416,5,19,5,4,80,3,31,1,36,20,8,17
No,Travel_Rarely,<20,Current Employees,Human Resources,Life Sciences,35141,Female,Human Resources,Divorced,Yes,2,25,No,569,34,Associates Degree,5,45,4,1,4,3847,13357,3,21,2,1,80,0,30,1,28,14,6,2
No,Non-Travel,<20,Ex-Employees,Human Resources,Technical Degree,2661,Female,Human Resources,Single,Yes,6,59,No,241,32,Doctoral Degree,3,76,4,4,1,9549,19365,4,24,5,5,80,1,30,2,36,10,10,0
No,Non-Travel,30-40,Ex-Employees,Sales,Technical Degree,95911,Female,Sales Executive,Married,Yes,1,57,Yes,652,33,Doctoral Degree,5,30,3,2,2,9657,26602,2,35,4,4,80,3,38,4,11,2,10,0
No,Travel_Rarely,40-50,Current Employees,Research & Development,Medical,76332,Male,Laboratory Technician,Married,Yes,2,28,Yes,143,29,Bachelor's Degree,3,76,5,5,5,14288,24691,1,26,2,4,80,3,19,1,35,16,5,17
No,Non-Travel,50+,Current Employees,Sales,Other,35397,Female,Sales Representative,Single,Yes,1,21,Yes,920,10,Bachelor's Degree,2,78,2,1,5,7994,19134,3,34,5,4,80,3,5,3,29,11,13,10
No,Travel_Rarely,20-30,Ex-Employees,Sales,Life Sciences,15792,Female,Healthcare Representative,Married,Yes,3,49,Yes,442,19,Doctoral Degree,1,35,1,1,1,8098,17452,7,26,4,1,80,1,30,1,13,12,3,16
No,Non-Travel,30-40,Current Employees,Human Resources,Technical Degree,34658,Male,Research Scientist,Divorced,Yes,1,60,No,745,3,Associates Degree,4,113,2,3,5,18631,13292,2,39,5,1,80,2,18,5,10,11,2,14
No,Travel_Frequently,20-30,Ex-Employees,Human Resources,Technical Degree,97861,Female,Healthcare Representative,Divorced,No,1,46,Yes,1422,31,Bachelor's Degree,1,41,3,3,5,17321,16410,4,25,5,5,80,0,9,4,7,19,14,17
No,Non-Travel,30-40,Current Employees,Sales,Marketing,95467,Male,Manager,Divorced,Yes,0,53,No,1127,50,Associates Degree,1,48,1,4,3,8866,27952,4,15,2,2,80,1,18,2,9,17,7,12
No,Non-Travel,20-30,Ex-Employees,Research & Development,Technical Degree,44245,Male,Sales Representative,Married,Yes,1,55,No,693,34,Associates Degree,4,111,4,3,1,18389,28136,10,26,5,1,80,0,15,4,34,12,5,0
No,Travel_Rarely,50+,Current Employees,Human Resources,Technical Degree,29920,Male,Sales Representative,Divorced,Yes,3,59,No,1320,13,Master's Degree,1,107,5,4,3,17631,13958,0,24,5,2,80,0,19,3,3,20,10,9
No,Travel_Rarely,50+,Ex-Employees,Research & Development,Marketing,3348,Female,Research Scientist,Married,No,5,50,No,578,50,Master's Degree,5,99,4,3,5,14046,22671,4,23,2,3,80,3,27,1,23,18,1,10
No,Non-Travel,50+,Ex-Employees,Research & Development,Marketing,86301,Male,Healthcare Representative,Married,Yes,5,53,No,1092,31,Bachelor's Degree,3,101,3,2,5,14708,14982,7,21,5,1,80,1,6,2,19,8,13,14
No,Travel_Rarely,40-50,Current Employees,Research & Development,Life Sciences,99691,Male,Sales Representative,Married,No,3,56,No,1129,6,Associates Degree,2,91,5,2,5,11320,11939,3,24,1,3,80,2,40,4,37,7,3,9
